Case,Timestamp,Activity,Activity_fixed,label
11778258,2014-12-31 08:00:01,set decision phase decision permitting published,set decision phase decision permitting published,
11798638,2014-10-21 07:00:23,register submission date request,register submission dater equest,
11798638,2014-10-24 07:01:04,OLO messaging active,LLO messaging active,
11798638,2014-10-24 07:01:05,create procedure confirmation,rceate procedure confirmation,
11798638,2014-10-24 07:01:06,create publication document,create publication document,
11798638,2014-10-24 07:01:07,forward to the competent authority,Forward to the competent authority,
11798638,2014-10-24 07:01:08,phase application received,pmhase application received,
11798638,2014-10-24 07:01:09,publish,publish,
11798638,2014-10-24 07:01:10,registration date publication,registBration date publication,
11798638,2014-10-24 07:01:11,regular procedure without MER,Regular procedure without MER,
11798638,2014-10-24 07:01:12,send confirmation receipt,send confirmation recei;t,
11798638,2014-10-24 07:01:13,send confirmation receipt,send confirmation recei;t,
11798638,2014-10-24 07:01:14,start WABOprocedure,sctart WABOprocedure,
11798638,2014-11-20 08:01:02,create letter requesting missing data,create lettr requesting missing data,
11798638,2014-11-20 08:01:03,create subcases completeness,create subcases completeness,
11798638,2014-11-20 08:01:04,procedure change,procedure change,
11798638,2014-11-20 08:01:05,request complete,request complet,
11798638,2014-11-20 08:01:06,retrieve missing data,retrieve missing daat,
11798638,2014-11-20 08:01:07,subcases completeness completed,subcases completeness completed,
11798638,2014-11-20 08:01:08,term for supplying missing data,term for supplying missing data,
11798638,2014-11-20 08:01:09,treat subcases completeness,treat subcases completeness,
11798638,2014-11-25 08:00:23,enter senddate retrieve missing data,enter senddate retrieve missing data,
11798638,2014-11-25 08:00:24,phase asked additional information,phase asked addiitonal information,
11798638,2014-12-18 08:00:31,enter receipt of additional data,etner receipt of additional data,
11798638,2015-01-06 08:00:18,article 34  WABO applies,article 34  WABO ap;lies,
11798638,2015-01-06 08:00:19,ask stakeholders views,ask stakeholders views,
11798638,2015-01-06 08:00:20,by law,by law,
11798638,2015-01-06 08:00:21,completed subcases content,completed Nsubcases content,
11798638,2015-01-06 08:00:22,coordination of application,Coordination of application,
11798638,2015-01-06 08:00:23,create subcases content,create subcases content,
11798638,2015-01-06 08:00:24,creating cover letter decision,creating cover letter dcision,
11798638,2015-01-06 08:00:25,creating environmental permit decision,creating environmental permit deciRsion,
11798638,2015-01-06 08:00:26,decision date prior to decision,Decision date prior to decision,
11798638,2015-01-06 08:00:27,enter senddate decision,enter senddatr decision,
11798638,2015-01-06 08:00:28,enter senddate decision environmental permit,enter senddatae decision environmental permit,
11798638,2015-01-06 08:00:29,generating decision environmental permit,generatin decision environmental permit,
11798638,2015-01-06 08:00:30,grounds for refusal,Grounds for refusal,
11798638,2015-01-06 08:00:31,phase additional information received,kphase additional information received,
11798638,2015-01-06 08:00:32,phase advice known,pqhase advice known,
11798638,2015-01-06 08:00:33,phase application receptive,phase application receptivXe,
11798638,2015-01-06 08:00:34,phase decision ready,phase decision readu,
11798638,2015-01-06 08:00:35,phase decision sent,phase decision sent,
11798638,2015-01-06 08:00:36,phase decision taken,Phase decision taken,
11798638,2015-01-06 08:00:37,procedure change,procedure change,
11798638,2015-01-06 08:00:38,procedure change after completeness,procedure change after completeness,
11798638,2015-01-06 08:00:39,receive additional information,Receive additional information,
11798638,2015-01-06 08:00:40,register objection and appeal periods,register objetion and appeal periods,
11798638,2015-01-06 08:00:41,request complete,request complet,
11798638,2015-01-06 08:00:42,resume completeness subcases,resume completeness subcases,
11798638,2015-01-06 08:00:43,send confirmation receipt additional data,dsend confirmation receipt additional data,
11798638,2015-01-06 08:00:44,send letter in progress,send letter in progresws,
11798638,2015-01-06 08:00:45,set decision phase decision permitting decided,set decision phase decision prmitting decided,
11798638,2015-01-06 08:00:46,set decision status,set decision status,
11798638,2015-01-06 08:00:47,start decision phase decision permitting sent,start decsiion phase decision permitting sent,
11798638,2015-01-06 08:00:48,subcases completeness completed,subcases completeness completed,
11798638,2015-01-06 08:00:49,submit decision,Submit decision,
11798638,2015-01-06 08:00:50,suspension ground applicable,suspension ground applicablse,
11798638,2015-01-06 08:00:51,transcript decision environmental permit to stakeholders,Transcript decision environmental permit to stakeholders,
11798638,2015-01-06 08:00:52,treat subcases content,treat subcases contet,
11800377,2014-10-22 07:00:03,register submission date request,register submission dater equest,
11800377,2014-10-24 07:01:15,OLO messaging active,LLO messaging active,
11800377,2014-10-24 07:01:16,create procedure confirmation,rceate procedure confirmation,
11800377,2014-10-24 07:01:17,create publication document,create publication document,
11800377,2014-10-24 07:01:18,forward to the competent authority,Forward to the competent authority,
11800377,2014-10-24 07:01:19,phase application received,pmhase application received,
11800377,2014-10-24 07:01:20,publish,publish,
11800377,2014-10-24 07:01:21,registration date publication,registBration date publication,
11800377,2014-10-24 07:01:22,regular procedure without MER,Regular procedure without MER,
11800377,2014-10-24 07:01:23,send confirmation receipt,send confirmation recei;t,
11800377,2014-10-24 07:01:24,send confirmation receipt,send confirmation recei;t,
11800377,2014-10-24 07:01:25,start WABOprocedure,sctart WABOprocedure,
11800377,2014-11-24 08:00:10,article 34  WABO applies,article 34  WABO ap;lies,
11800377,2014-11-24 08:00:11,ask stakeholders views,ask stakeholders views,
11800377,2014-11-24 08:00:12,by law,by law,
11800377,2014-11-24 08:00:13,coordination of application,Coordination of application,
11800377,2014-11-24 08:00:14,create subcases completeness,create subcases completeness,
11800377,2014-11-24 08:00:15,create subcases content,create subcases content,
11800377,2014-11-24 08:00:16,creating environmental permit decision,creating environmental permit deciRsion,
11800377,2014-11-24 08:00:17,grounds for refusal,Grounds for refusal,
11800377,2014-11-24 08:00:18,phase advice known,pqhase advice known,
11800377,2014-11-24 08:00:19,phase application receptive,phase application receptivXe,
11800377,2014-11-24 08:00:20,procedure change,procedure change,
11800377,2014-11-24 08:00:21,procedure change,procedure change,
11800377,2014-11-24 08:00:22,request complete,request complet,
11800377,2014-11-24 08:00:23,send letter in progress,send letter in progresws,
11800377,2014-11-24 08:00:24,suspension ground applicable,suspension ground applicablse,
11800377,2014-11-25 08:00:25,decision date prior to decision,Decision date prior to decision,
11800377,2014-11-25 08:00:26,set decision status,set decision status,
11800377,2014-12-02 08:00:49,generating decision environmental permit,generatin decision environmental permit,
11800377,2014-12-02 08:00:50,phase decision ready,phase decision readu,
11800377,2014-12-02 08:00:51,submit decision,Submit decision,
11800377,2014-12-04 08:00:12,phase decision taken,Phase decision taken,
11800377,2014-12-09 08:00:29,creating cover letter decision,creating cover letter dcision,
11800377,2014-12-09 08:00:30,enter senddate decision,enter senddatr decision,
11800377,2014-12-09 08:00:31,enter senddate decision environmental permit,enter senddatae decision environmental permit,
11800377,2014-12-09 08:00:32,phase decision sent,phase decision sent,
11800377,2014-12-09 08:00:33,record date of decision environmental permit,Record date of decision environmental permit,
11800377,2014-12-09 08:00:34,register objection and appeal periods,register objetion and appeal periods,
11800377,2014-12-09 08:00:35,set decision phase decision permitting decided,set decision phase decision prmitting decided,
11800377,2014-12-09 08:00:36,transcript decision environmental permit to stakeholders,Transcript decision environmental permit to stakeholders,
11800377,2014-12-10 08:00:45,start decision phase decision permitting sent,start decsiion phase decision permitting sent,
12026796,2014-11-13 08:00:54,register submission date request,register submission dater equest,
12026796,2014-11-17 08:00:10,OLO messaging active,LLO messaging active,
12026796,2014-11-17 08:00:12,create publication document,create publication document,
12026796,2014-11-17 08:00:13,forward to the competent authority,Forward to the competent authority,
12026796,2014-11-17 08:00:14,phase application received,pmhase application received,
12026796,2014-11-17 08:00:15,publish,publish,
12026796,2014-11-17 08:00:16,registration date publication,registBration date publication,
12026796,2014-11-17 08:00:17,regular procedure without MER,Regular procedure without MER,
12026796,2014-11-17 08:00:20,start WABOprocedure,sctart WABOprocedure,
12026796,2014-12-04 08:01:12,article 34  WABO applies,article 34  WABO ap;lies,
12026796,2014-12-04 08:01:13,ask stakeholders views,ask stakeholders views,
12026796,2014-12-04 08:01:14,by law,by law,
12026796,2014-12-04 08:01:15,coordination of application,Coordination of application,
12026796,2014-12-04 08:01:16,create subcases completeness,create subcases completeness,
12026796,2014-12-04 08:01:17,create subcases content,create subcases content,
12026796,2014-12-04 08:01:18,creating environmental permit decision,creating environmental permit deciRsion,
12026796,2014-12-04 08:01:19,decision date prior to decision,Decision date prior to decision,
12026796,2014-12-04 08:01:20,generating decision environmental permit,generatin decision environmental permit,
12026796,2014-12-04 08:01:21,grounds for refusal,Grounds for refusal,
12026796,2014-12-04 08:01:22,phase advice known,pqhase advice known,
12026796,2014-12-04 08:01:23,phase application receptive,phase application receptivXe,
12026796,2014-12-04 08:01:24,phase decision ready,phase decision readu,
12026796,2014-12-04 08:01:25,procedure change,procedure change,
12026796,2014-12-04 08:01:26,procedure change,procedure change,
12026796,2014-12-04 08:01:27,request complete,request complet,
12026796,2014-12-04 08:01:28,send letter in progress,send letter in progresws,
12026796,2014-12-04 08:01:29,set decision status,set decision status,
12026796,2014-12-04 08:01:31,suspension ground applicable,suspension ground applicablse,
12026796,2014-12-16 08:00:30,create publication document,create publication document,
12026796,2014-12-16 08:00:32,enter date publication decision environmental permit,enter date publication decision environmmental permit,
12026796,2014-12-16 08:00:33,enter senddate decision,enter senddatr decision,
12026796,2014-12-16 08:00:34,enter senddate decision environmental permit,enter senddatae decision environmental permit,
12026796,2014-12-16 08:00:36,phase decision taken,Phase decision taken,
12026796,2014-12-16 08:00:37,record date of decision environmental permit,Record date of decision environmental permit,
12026796,2014-12-16 08:00:38,register objection and appeal periods,register objetion and appeal periods,
12026796,2014-12-16 08:00:39,set decision phase decision permitting decided,set decision phase decision prmitting decided,
12026796,2014-12-16 08:00:40,start decision phase decision permitting sent,start decsiion phase decision permitting sent,
12026796,2014-12-16 08:00:41,transcript decision environmental permit to stakeholders,Transcript decision environmental permit to stakeholders,
12026796,2014-12-24 08:00:06,set decision phase decision permitting published,set decision phase decision permitting published,
12093942,2014-11-19 08:00:08,register submission date request,register submission dater equest,
12093942,2014-11-20 08:01:25,OLO messaging active,LLO messaging active,
12093942,2014-11-20 08:01:26,create procedure confirmation,rceate procedure confirmation,
12093942,2014-11-20 08:01:27,create publication document,create publication document,
12093942,2014-11-20 08:01:28,forward to the competent authority,Forward to the competent authority,
12093942,2014-11-20 08:01:29,phase application received,pmhase application received,
12093942,2014-11-20 08:01:30,publish,publish,
12093942,2014-11-20 08:01:32,regular procedure without MER,Regular procedure without MER,
12093942,2014-11-20 08:01:33,send confirmation receipt,send confirmation recei;t,
12093942,2014-11-20 08:01:34,send confirmation receipt,send confirmation recei;t,
12093942,2014-11-20 08:01:35,start WABOprocedure,sctart WABOprocedure,
12093942,2014-12-15 08:00:18,create subcases completeness,create subcases completeness,
12093942,2014-12-15 08:00:19,phase application receptive,phase application receptivXe,
12093942,2014-12-15 08:00:20,procedure change,procedure change,
12093942,2014-12-15 08:00:21,request complete,request complet,
12093942,2014-12-15 08:00:22,send letter in progress,send letter in progresws,
12093942,2015-01-06 08:00:53,article 34  WABO applies,article 34  WABO ap;lies,
12093942,2015-01-06 08:00:54,ask stakeholders views,ask stakeholders views,
12093942,2015-01-06 08:00:55,by law,by law,
12093942,2015-01-06 08:00:56,coordination of application,Coordination of application,
12093942,2015-01-06 08:00:57,create subcases content,create subcases content,
12093942,2015-01-06 08:00:58,creating environmental permit decision,creating environmental permit deciRsion,
12093942,2015-01-06 08:01:00,generating decision environmental permit,generatin decision environmental permit,
12093942,2015-01-06 08:01:01,grounds for refusal,Grounds for refusal,
12093942,2015-01-06 08:01:02,phase advice known,pqhase advice known,
12093942,2015-01-06 08:01:03,phase decision ready,phase decision readu,
12093942,2015-01-06 08:01:04,procedure change,procedure change,
12093942,2015-01-06 08:01:05,set decision status,set decision status,
12093942,2015-01-06 08:01:06,submit decision,Submit decision,
12093942,2015-01-06 08:01:07,suspension ground applicable,suspension ground applicablse,
12093942,2015-01-13 08:00:40,create publication document,create publication document,
12093942,2015-01-13 08:00:41,creating cover letter decision,creating cover letter dcision,
12093942,2015-01-13 08:00:42,enter date publication decision environmental permit,enter date publication decision environmmental permit,
12093942,2015-01-13 08:00:43,enter senddate decision,enter senddatr decision,
12093942,2015-01-13 08:00:44,enter senddate decision environmental permit,enter senddatae decision environmental permit,
12093942,2015-01-13 08:00:45,phase decision sent,phase decision sent,
12093942,2015-01-13 08:00:46,phase decision taken,Phase decision taken,
12093942,2015-01-13 08:00:48,register objection and appeal periods,register objetion and appeal periods,
12093942,2015-01-13 08:00:49,set decision phase decision permitting decided,set decision phase decision prmitting decided,
12093942,2015-01-13 08:00:50,start decision phase decision permitting sent,start decsiion phase decision permitting sent,
12093942,2015-01-13 08:00:51,transcript decision environmental permit to stakeholders,Transcript decision environmental permit to stakeholders,
12093942,2015-01-21 08:00:01,set decision phase decision permitting published,set decision phase decision permitting published,
12228074,2014-11-28 08:00:04,register submission date request,register submission dater equest,
12228074,2014-12-01 08:00:28,OLO messaging active,LLO messaging active,
12228074,2014-12-01 08:00:29,create procedure confirmation,rceate procedure confirmation,
12228074,2014-12-01 08:00:30,create publication document,create publication document,
12228074,2014-12-01 08:00:31,forward to the competent authority,Forward to the competent authority,
12228074,2014-12-01 08:00:32,phase application received,pmhase application received,
12228074,2014-12-01 08:00:33,publish,publish,
12228074,2014-12-01 08:00:34,registration date publication,registBration date publication,
12228074,2014-12-01 08:00:35,regular procedure without MER,Regular procedure without MER,
12228074,2014-12-01 08:00:36,send confirmation receipt,send confirmation recei;t,
12228074,2014-12-01 08:00:37,send confirmation receipt,send confirmation recei;t,
12228074,2014-12-01 08:00:38,start WABOprocedure,sctart WABOprocedure,
12228074,2014-12-29 08:00:14,create subcases completeness,create subcases completeness,
12228074,2014-12-29 08:00:15,phase application receptive,phase application receptivXe,
12228074,2014-12-29 08:00:16,procedure change,procedure change,
12228074,2014-12-29 08:00:17,request complete,request complet,
12228074,2014-12-29 08:00:18,send letter in progress,send letter in progresws,
12228074,2015-02-12 08:00:15,article 34  WABO applies,article 34  WABO ap;lies,
12228074,2015-02-12 08:00:16,ask stakeholders views,ask stakeholders views,
12228074,2015-02-12 08:00:17,by law,by law,
12228074,2015-02-12 08:00:18,coordination of application,Coordination of application,
12228074,2015-02-12 08:00:19,create subcases content,create subcases content,
12228074,2015-02-12 08:00:20,creating cover letter decision,creating cover letter dcision,
12228074,2015-02-12 08:00:21,creating environmental permit decision,creating environmental permit deciRsion,
12228074,2015-02-12 08:00:22,decision date prior to decision,Decision date prior to decision,
12228074,2015-02-12 08:00:23,enter senddate decision,enter senddatr decision,
12228074,2015-02-12 08:00:24,enter senddate decision environmental permit,enter senddatae decision environmental permit,
12228074,2015-02-12 08:00:25,generating decision environmental permit,generatin decision environmental permit,
12228074,2015-02-12 08:00:26,grounds for refusal,Grounds for refusal,
12228074,2015-02-12 08:00:27,phase advice known,pqhase advice known,
12228074,2015-02-12 08:00:28,phase decision ready,phase decision readu,
12228074,2015-02-12 08:00:29,phase decision sent,phase decision sent,
12228074,2015-02-12 08:00:30,phase decision taken,Phase decision taken,
12228074,2015-02-12 08:00:31,procedure change,procedure change,
12228074,2015-02-12 08:00:32,register objection and appeal periods,register objetion and appeal periods,
12228074,2015-02-12 08:00:33,set decision phase decision permitting decided,set decision phase decision prmitting decided,
12228074,2015-02-12 08:00:34,set decision status,set decision status,
12228074,2015-02-12 08:00:35,start decision phase decision permitting sent,start decsiion phase decision permitting sent,
12228074,2015-02-12 08:00:36,submit decision,Submit decision,
12228074,2015-02-12 08:00:37,suspension ground applicable,suspension ground applicablse,
12228074,2015-02-12 08:00:38,transcript decision environmental permit to stakeholders,Transcript decision environmental permit to stakeholders,
12460352,2014-12-09 08:00:44,register submission date request,register submission dater equest,
12460352,2014-12-11 08:00:14,OLO messaging active,LLO messaging active,
12460352,2014-12-11 08:00:15,create procedure confirmation,rceate procedure confirmation,
12460352,2014-12-11 08:00:16,create publication document,create publication document,
12460352,2014-12-11 08:00:17,create subcases completeness,create subcases completeness,
12460352,2014-12-11 08:00:18,forward to the competent authority,Forward to the competent authority,
12460352,2014-12-11 08:00:19,phase application received,pmhase application received,
12460352,2014-12-11 08:00:20,publish,publish,
12460352,2014-12-11 08:00:21,registration date publication,registBration date publication,
12460352,2014-12-11 08:00:22,regular procedure without MER,Regular procedure without MER,
12460352,2014-12-11 08:00:23,send confirmation receipt,send confirmation recei;t,
12460352,2014-12-11 08:00:24,send confirmation receipt,send confirmation recei;t,
12460352,2014-12-11 08:00:25,start WABOprocedure,sctart WABOprocedure,
12460352,2014-12-29 08:00:28,phase application receptive,phase application receptivXe,
12460352,2014-12-29 08:00:29,procedure change,procedure change,
12460352,2014-12-29 08:00:30,request complete,request complet,
12460352,2015-01-19 08:00:15,send letter in progress,send letter in progresws,
12460352,2015-01-20 08:00:19,article 34  WABO applies,article 34  WABO ap;lies,
12460352,2015-01-20 08:00:20,ask stakeholders views,ask stakeholders views,
12460352,2015-01-20 08:00:21,by law,by law,
12460352,2015-01-20 08:00:22,completed subcases content,completed Nsubcases content,
12460352,2015-01-20 08:00:23,coordination of application,Coordination of application,
12460352,2015-01-20 08:00:24,create subcases content,create subcases content,
12460352,2015-01-20 08:00:25,creating environmental permit decision,creating environmental permit deciRsion,
12460352,2015-01-20 08:00:27,generating decision environmental permit,generatin decision environmental permit,
12460352,2015-01-20 08:00:28,grounds for refusal,Grounds for refusal,
12460352,2015-01-20 08:00:29,phase advice known,pqhase advice known,
12460352,2015-01-20 08:00:30,phase decision ready,phase decision readu,
12460352,2015-01-20 08:00:31,procedure change,procedure change,
12460352,2015-01-20 08:00:32,set decision status,set decision status,
12460352,2015-01-20 08:00:33,submit decision,Submit decision,
12460352,2015-01-20 08:00:34,suspension ground applicable,suspension ground applicablse,
12460352,2015-01-20 08:00:35,treat subcases content,treat subcases contet,
12460352,2015-01-27 08:00:01,enter senddate decision,enter senddatr decision,
12460352,2015-01-27 08:00:02,enter senddate decision environmental permit,enter senddatae decision environmental permit,
12460352,2015-01-27 08:00:03,phase decision sent,phase decision sent,
12460352,2015-01-27 08:00:04,phase decision taken,Phase decision taken,
12460352,2015-01-27 08:00:05,register objection and appeal periods,register objetion and appeal periods,
12460352,2015-01-27 08:00:06,transcript decision environmental permit to stakeholders,Transcript decision environmental permit to stakeholders,
12460352,2015-01-29 08:00:32,enter senddate decision environmental permit,enter senddatae decision environmental permit,
12460352,2015-01-29 08:00:33,record date of decision environmental permit,Record date of decision environmental permit,
12460352,2015-01-29 08:00:34,set decision phase decision permitting decided,set decision phase decision prmitting decided,
12460352,2015-01-29 08:00:35,start decision phase decision permitting sent,start decsiion phase decision permitting sent,
12467162,2014-12-10 08:00:46,register submission date request,register submission dater equest,
12467162,2014-12-11 08:00:32,create procedure confirmation,rceate procedure confirmation,
12467162,2014-12-11 08:00:33,create publication document,create publication document,
12467162,2014-12-11 08:00:34,forward to the competent authority,Forward to the competent authority,
12467162,2014-12-11 08:00:35,phase application received,pmhase application received,
12467162,2014-12-11 08:00:36,publish,publish,
12467162,2014-12-11 08:00:37,registration date publication,registBration date publication,
12467162,2014-12-11 08:00:38,regular procedure without MER,Regular procedure without MER,
12467162,2014-12-11 08:00:39,send confirmation receipt,send confirmation recei;t,
12467162,2014-12-11 08:00:40,send confirmation receipt,send confirmation recei;t,
12467162,2014-12-11 08:00:41,start WABOprocedure,sctart WABOprocedure,
12467162,2014-12-17 08:00:58,create subcases completeness,create subcases completeness,
12467162,2014-12-17 08:00:59,procedure change,procedure change,
12467162,2014-12-17 08:01:00,start WABOprocedure,sctart WABOprocedure,
12467162,2014-12-17 08:01:01,subcases completeness completed,subcases completeness completed,
12467162,2014-12-17 08:01:02,treat subcases completeness,treat subcases completeness,
12467162,2015-02-10 08:00:23,create letter requesting missing data,create lettr requesting missing data,
12467162,2015-02-10 08:00:25,term for supplying missing data,term for supplying missing data,
12491915,2014-12-15 08:00:32,OLO messaging active,LLO messaging active,
12491915,2014-12-15 08:00:33,create procedure confirmation,rceate procedure confirmation,
12491915,2014-12-15 08:00:34,create publication document,create publication document,
12491915,2014-12-15 08:00:35,forward to the competent authority,Forward to the competent authority,
12491915,2014-12-15 08:00:36,phase application received,pmhase application received,
12491915,2014-12-15 08:00:37,publish,publish,
12491915,2014-12-15 08:00:38,registration date publication,registBration date publication,
12491915,2014-12-15 08:00:40,send confirmation receipt,send confirmation recei;t,
12491915,2014-12-15 08:00:41,send confirmation receipt,send confirmation recei;t,
12491915,2014-12-15 08:00:42,start WABOprocedure,sctart WABOprocedure,
12491915,2014-12-16 08:00:45,enter senddate acknowledgement,ented senddate acknowledgement,
12491915,2014-12-30 08:00:02,create letter requesting missing data,create lettr requesting missing data,
12491915,2014-12-30 08:00:03,create subcases completeness,create subcases completeness,
12491915,2014-12-30 08:00:04,phase asked additional information,phase asked addiitonal information,
12491915,2014-12-30 08:00:05,procedure change,procedure change,
12491915,2014-12-30 08:00:06,request complete,request complet,
12491915,2014-12-30 08:00:07,retrieve missing data,retrieve missing daat,
12491915,2014-12-30 08:00:08,subcases completeness completed,subcases completeness completed,
12491915,2014-12-30 08:00:09,term for supplying missing data,term for supplying missing data,
12491915,2014-12-30 08:00:10,treat subcases completeness,treat subcases completeness,
12491915,2015-01-12 08:00:16,enter receipt of additional data,etner receipt of additional data,
12491915,2015-01-13 08:01:20,phase additional information received,kphase additional information received,
12491915,2015-01-13 08:01:21,receive additional information,Receive additional information,
12491915,2015-01-20 08:00:36,create subcases content,create subcases content,
12491915,2015-01-20 08:00:37,phase application receptive,phase application receptivXe,
12491915,2015-01-20 08:00:38,procedure change after completeness,procedure change after completeness,
12491915,2015-01-20 08:00:39,request complete,request complet,
12491915,2015-01-20 08:00:40,resume completeness subcases,resume completeness subcases,
12491915,2015-01-20 08:00:41,send letter in progress,send letter in progresws,
12491915,2015-01-20 08:00:42,subcases completeness completed,subcases completeness completed,
12491915,2015-01-20 08:00:43,treat subcases content,treat subcases contet,
12491915,2015-01-27 08:00:07,article 34  WABO applies,article 34  WABO ap;lies,
12491915,2015-01-27 08:00:08,completed subcases content,completed Nsubcases content,
12491915,2015-01-27 08:00:09,create letter requesting updated plan,create letter requesting updated plan,
12491915,2015-01-27 08:00:10,grounds for refusal,Grounds for refusal,
12491915,2015-01-27 08:00:11,phase advice known,pqhase advice known,
12491915,2015-01-27 08:00:12,procedure change,procedure change,
12491915,2015-01-27 08:00:13,request updated plan,request updated plan,
12491915,2015-01-27 08:00:14,term for submitting updated plan,term for submiting updated plan,
12491915,2015-01-27 08:00:15,updated plan after review,updated plan after review,
12491915,2015-01-28 08:00:25,enter senddate updated plan,enter senddate updated plan,
12491915,2015-01-28 08:00:26,phase updated plan requested,phase updated plan requested,
12491915,2015-01-29 08:00:36,register receipt updated plan,register receipt updated plan,
12491915,2015-01-30 08:00:12,article 34  WABO applies,article 34  WABO ap;lies,
12491915,2015-01-30 08:00:13,create subcases content,create subcases content,
12491915,2015-01-30 08:00:14,phase advice known,pqhase advice known,
12491915,2015-01-30 08:00:15,phase updated plan received,phase updated plan received,
12491915,2015-01-30 08:00:16,procedure change,procedure change,
12491915,2015-01-30 08:00:17,send confirmation receipt,send confirmation recei;t,
12491915,2015-01-30 08:00:18,updated plan received,updated plan received,
12491915,2015-02-03 08:00:11,enter date termination request received,enter date termination request received,
12491915,2015-03-03 08:00:01,create message terminate request,message terminate request,
12491915,2015-03-03 08:00:02,initiative competent authority,initiative competent authority,
12491915,2015-03-03 08:00:03,message terminate request,message terminate request,
12491915,2015-03-03 08:00:04,phase archived case,phase archived case,
12491915,2015-03-03 08:00:05,phase case handled,phase case handled,
12491915,2015-03-03 08:00:06,phase procedure aborted,phase procedure aborted,
12491915,2015-03-03 08:00:07,phase procedure prematurely terminated,phase procedure prematurely terminated,
12491915,2015-03-03 08:00:08,read publication date field,reaAd publication date field,
12491915,2015-03-03 08:00:09,stop all running subcases 2b,stop all running subcases 2b,
12491915,2015-03-03 08:00:10,terminate on request,terminate on request,
12515664,2014-12-12 08:00:52,register submission date request,register submission dater equest,
12515664,2014-12-17 08:01:03,OLO messaging active,LLO messaging active,
12515664,2014-12-17 08:01:04,phase application received,pmhase application received,
12515664,2015-02-12 08:00:39,close case,close case,
12515664,2015-02-12 08:00:40,create message terminate request,message terminate request,
12515664,2015-02-12 08:00:41,initiative competent authority,initiative competent authority,
12515664,2015-02-12 08:00:42,phase archived case,phase archived case,
12515664,2015-02-12 08:00:43,phase case handled,phase case handled,
12515664,2015-02-12 08:00:44,phase procedure aborted,phase procedure aborted,
12515664,2015-02-12 08:00:45,phase procedure prematurely terminated,phase procedure prematurely terminated,
12515664,2015-02-12 08:00:46,stop all running subcases 2b,stop all running subcases 2b,
12515664,2015-02-12 08:00:47,terminate on request,terminate on request,
12517999,2014-12-18 08:00:59,OLO messaging active,LLO messaging active,
12517999,2014-12-18 08:01:00,phase application received,pmhase application received,
12517999,2014-12-18 08:01:01,send confirmation receipt,send confirmation recei;t,
12517999,2014-12-29 08:00:31,create procedure confirmation,rceate procedure confirmation,
12517999,2014-12-29 08:00:32,create subcases completeness,create subcases completeness,
12517999,2014-12-29 08:00:33,forward to the competent authority,Forward to the competent authority,
12517999,2014-12-29 08:00:34,phase application receptive,phase application receptivXe,
12517999,2014-12-29 08:00:36,publish,publish,
12517999,2014-12-29 08:00:37,regular procedure without MER,Regular procedure without MER,
12517999,2014-12-29 08:00:38,request complete,request complet,
12517999,2014-12-29 08:00:39,send confirmation receipt,send confirmation recei;t,
12517999,2014-12-29 08:00:40,start WABOprocedure,sctart WABOprocedure,
12517999,2015-01-13 08:01:23,article 34  WABO applies,article 34  WABO ap;lies,
12517999,2015-01-13 08:01:24,ask stakeholders views,ask stakeholders views,
12517999,2015-01-13 08:01:25,by law,by law,
12517999,2015-01-13 08:01:26,coordination of application,Coordination of application,
12517999,2015-01-13 08:01:27,create subcases content,create subcases content,
12517999,2015-01-13 08:01:28,creating environmental permit decision,creating environmental permit deciRsion,
12517999,2015-01-13 08:01:29,decision date prior to decision,Decision date prior to decision,
12517999,2015-01-13 08:01:30,generating decision environmental permit,generatin decision environmental permit,
12517999,2015-01-13 08:01:31,grounds for refusal,Grounds for refusal,
12517999,2015-01-13 08:01:32,phase advice known,pqhase advice known,
12517999,2015-01-13 08:01:33,phase decision ready,phase decision readu,
12517999,2015-01-13 08:01:34,procedure change,procedure change,
12517999,2015-01-13 08:01:35,send letter in progress,send letter in progresws,
12517999,2015-01-13 08:01:36,set decision status,set decision status,
12517999,2015-01-13 08:01:37,submit decision,Submit decision,
12517999,2015-01-13 08:01:38,suspension ground applicable,suspension ground applicablse,
12517999,2015-01-27 08:00:16,creating cover letter decision,creating cover letter dcision,
12517999,2015-01-27 08:00:17,enter senddate decision,enter senddatr decision,
12517999,2015-01-27 08:00:18,enter senddate decision environmental permit,enter senddatae decision environmental permit,
12517999,2015-01-27 08:00:19,phase decision sent,phase decision sent,
12517999,2015-01-27 08:00:20,phase decision taken,Phase decision taken,
12517999,2015-01-27 08:00:21,register objection and appeal periods,register objetion and appeal periods,
12517999,2015-01-27 08:00:22,transcript decision environmental permit to stakeholders,Transcript decision environmental permit to stakeholders,
12517999,2015-01-29 08:00:37,enter senddate decision environmental permit,enter senddatae decision environmental permit,
12517999,2015-01-29 08:00:38,record date of decision environmental permit,Record date of decision environmental permit,
12517999,2015-01-29 08:00:39,set decision phase decision permitting decided,set decision phase decision prmitting decided,
12517999,2015-01-29 08:00:40,start decision phase decision permitting sent,start decsiion phase decision permitting sent,
12550928,2014-12-17 08:01:06,register submission date request,register submission dater equest,
12550928,2014-12-19 08:00:01,create procedure confirmation,rceate procedure confirmation,
12550928,2014-12-19 08:00:02,create publication document,create publication document,
12550928,2014-12-19 08:00:03,forward to the competent authority,Forward to the competent authority,
12550928,2014-12-19 08:00:04,phase application received,pmhase application received,
12550928,2014-12-19 08:00:05,publish,publish,
