Case,Timestamp,Activity,Activity_fixed,label
900,2023-11-22 04:06:44.035,Check for completeness,check for completeness,
900,2023-11-22 04:14:06.658,Perform checks,perform checks,
900,2023-11-22 04:14:39.164,Make decision,Make decisio,
900,2023-11-22 04:23:55.256,notify reject,botify reject,
900,2023-11-22 04:26:58.247,time out,Time out,
900,2023-11-22 04:27:08.247,EVENT 13 END,eVENT 13 END,
902,2023-11-22 08:02:53.918,Check for completeness,check for completeness,
902,2023-11-22 08:02:53.918,New online application received,new online application received,
902,2023-11-22 08:11:05.400,Perform checks,perform checks,
902,2023-11-22 08:11:17.774,Make decision,Make decisio,
902,2023-11-22 08:23:26.691,Notify accept,notify accept,
902,2023-11-22 08:31:26.592,Deliver card,deliver card,
902,2023-11-22 08:40:07.611,EVENT 13 END,eVENT 13 END,
906,2023-11-22 12:40:23.337,Check for completeness,check for completeness,
906,2023-11-22 12:40:23.337,New online application received,new online application received,
906,2023-11-22 13:11:36.708,Perform checks,perform checks,
906,2023-11-22 13:19:39.572,Make decision,Make decisio,
906,2023-11-22 13:25:44.950,review request received,rview request received,
906,2023-11-22 13:25:54.950,Check for completeness,check for completeness,
906,2023-11-22 13:33:00.445,Request info,request info,
906,2023-11-22 13:40:02.971,info received,Info received,
906,2023-11-22 13:40:12.971,Check for completeness,check for completeness,
906,2023-11-22 14:00:34.069,Perform checks,perform checks,
906,2023-11-22 14:11:01.491,Make decision,Make decisio,
906,2023-11-22 14:18:32.934,notify reject,botify reject,
906,2023-11-22 14:28:13.681,time out,Time out,
906,2023-11-22 14:28:23.681,EVENT 13 END,eVENT 13 END,
907,2023-11-22 13:13:49.320,Check for completeness,check for completeness,
907,2023-11-22 13:13:49.320,New online application received,new online application received,
907,2023-11-22 13:14:47.772,Request info,request info,
907,2023-11-22 13:16:36.212,info received,Info received,
907,2023-11-22 13:16:46.212,Check for completeness,check for completeness,
907,2023-11-22 13:18:23.577,Perform checks,perform checks,
907,2023-11-22 14:07:47.009,Make decision,Make decisio,
907,2023-11-22 14:09:01.063,Notify accept,notify accept,
907,2023-11-22 14:27:55.608,Deliver card,deliver card,
907,2023-11-22 14:34:24.850,EVENT 13 END,eVENT 13 END,
908,2023-11-22 13:54:35.038,Check for completeness,check for completeness,
908,2023-11-22 13:54:35.038,New online application received,new online application received,
908,2023-11-22 14:05:13.060,Perform checks,perform checks,
908,2023-11-22 14:06:51.853,Make decision,Make decisio,
908,2023-11-22 14:13:48.880,notify reject,botify reject,
908,2023-11-22 14:23:57.667,time out,Time out,
908,2023-11-22 14:24:07.667,EVENT 13 END,eVENT 13 END,
911,2023-11-22 17:28:11.881,Check for completeness,check for completeness,
911,2023-11-22 17:28:11.881,New online application received,new online application received,
911,2023-11-22 17:50:12.606,Perform checks,perform checks,
911,2023-11-22 17:55:44.823,Make decision,Make decisio,
911,2023-11-22 18:00:48.799,Notify accept,notify accept,
911,2023-11-22 18:09:28.463,Deliver card,deliver card,
911,2023-11-22 18:10:15.475,EVENT 13 END,eVENT 13 END,
914,2023-11-22 18:40:59.019,Check for completeness,check for completeness,
914,2023-11-22 18:40:59.019,New online application received,new online application received,
914,2023-11-22 19:05:20.284,Perform checks,perform checks,
914,2023-11-22 19:12:45.465,Make decision,Make decisio,
914,2023-11-22 19:16:00.732,notify reject,botify reject,
914,2023-11-22 19:20:55.535,review request received,rview request received,
914,2023-11-22 19:21:05.535,Check for completeness,check for completeness,
914,2023-11-22 19:27:06.195,Request info,request info,
914,2023-11-22 19:53:27.391,info received,Info received,
914,2023-11-22 19:53:37.391,Check for completeness,check for completeness,
914,2023-11-22 20:03:27.103,Request info,request info,
914,2023-11-22 20:03:59.877,info received,Info received,
914,2023-11-22 20:04:09.877,Check for completeness,check for completeness,
914,2023-11-22 20:06:23.632,Perform checks,perform checks,
914,2023-11-22 20:39:23.567,Make decision,Make decisio,
914,2023-11-22 20:59:48.233,notify reject,botify reject,
914,2023-11-22 21:01:44.340,EVENT 13 END,eVENT 13 END,
918,2023-11-22 21:02:55.048,Check for completeness,check for completeness,
918,2023-11-22 21:02:55.048,New online application received,new online application received,
918,2023-11-22 21:12:23.461,Request info,request info,
918,2023-11-22 21:31:29.094,info received,Info received,
918,2023-11-22 21:31:39.094,Check for completeness,check for completeness,
918,2023-11-22 21:32:58.850,Perform checks,perform checks,
918,2023-11-22 21:37:59.767,Make decision,Make decisio,
918,2023-11-22 21:42:51.544,Notify accept,notify accept,
918,2023-11-22 21:44:29.961,Deliver card,deliver card,
918,2023-11-22 21:50:42.682,EVENT 13 END,eVENT 13 END,
921,2023-11-23 04:47:30.011,Check for completeness,check for completeness,
921,2023-11-23 04:47:30.011,New online application received,new online application received,
921,2023-11-23 05:07:16.516,Perform checks,perform checks,
921,2023-11-23 05:11:58.142,Make decision,Make decisio,
921,2023-11-23 05:19:13.482,notify reject,botify reject,
921,2023-11-23 05:25:24.151,time out,Time out,
921,2023-11-23 05:25:34.151,EVENT 13 END,eVENT 13 END,
923,2023-11-23 06:52:08.077,Check for completeness,check for completeness,
923,2023-11-23 06:52:08.077,New online application received,new online application received,
923,2023-11-23 07:02:48.341,Request info,request info,
923,2023-11-23 07:05:15.645,Check for completeness,check for completeness,
923,2023-11-23 07:07:18.196,Perform checks,perform checks,
923,2023-11-23 07:28:48.339,Make decision,Make decisio,
923,2023-11-23 08:05:12.097,Notify accept,notify accept,
923,2023-11-23 08:08:31.352,Deliver card,deliver card,
923,2023-11-23 08:09:47.884,EVENT 13 END,eVENT 13 END,
924,2023-11-23 07:17:23.980,Check for completeness,check for completeness,
924,2023-11-23 07:17:23.980,New online application received,new online application received,
924,2023-11-23 07:44:20.707,Make decision,Make decisio,
924,2023-11-23 07:53:33.640,Notify accept,notify accept,
924,2023-11-23 08:12:42.662,Deliver card,deliver card,
924,2023-11-23 08:14:53.662,EVENT 13 END,eVENT 13 END,
926,2023-11-23 07:58:23.626,Check for completeness,check for completeness,
926,2023-11-23 07:58:23.626,New online application received,new online application received,
926,2023-11-23 08:02:53.235,Perform checks,perform checks,
926,2023-11-23 08:39:54.692,Make decision,Make decisio,
926,2023-11-23 08:42:20.322,Deliver card,deliver card,
926,2023-11-23 08:52:35.470,EVENT 13 END,eVENT 13 END,
927,2023-11-23 08:49:41.969,Check for completeness,check for completeness,
927,2023-11-23 08:49:41.969,New online application received,new online application received,
927,2023-11-23 09:10:06.625,Perform checks,perform checks,
927,2023-11-23 09:15:28.242,Make decision,Make decisio,
927,2023-11-23 09:15:51.499,Notify accept,notify accept,
927,2023-11-23 09:16:28.566,Deliver card,deliver card,
927,2023-11-23 09:16:30.327,EVENT 13 END,eVENT 13 END,
928,2023-11-23 11:08:50.882,Check for completeness,check for completeness,
928,2023-11-23 11:08:50.882,New online application received,new online application received,
928,2023-11-23 11:59:48.132,Check for completeness,check for completeness,
928,2023-11-23 12:17:13.679,Perform checks,perform checks,
928,2023-11-23 12:30:58.389,Make decision,Make decisio,
928,2023-11-23 12:41:13.218,notify reject,botify reject,
928,2023-11-23 12:41:55.857,review request received,rview request received,
928,2023-11-23 12:42:05.857,Check for completeness,check for completeness,
928,2023-11-23 12:59:36.086,Request info,request info,
928,2023-11-23 13:03:12.314,info received,Info received,
928,2023-11-23 13:03:22.314,Check for completeness,check for completeness,
928,2023-11-23 13:45:20.593,Perform checks,perform checks,
928,2023-11-23 13:51:10.756,Make decision,Make decisio,
928,2023-11-23 14:08:40.211,notify reject,botify reject,
928,2023-11-23 14:19:49.097,review request received,rview request received,
928,2023-11-23 14:19:59.097,Check for completeness,check for completeness,
928,2023-11-23 14:21:04.770,Perform checks,perform checks,
928,2023-11-23 14:21:56.939,Make decision,Make decisio,
928,2023-11-23 14:29:36.453,notify reject,botify reject,
928,2023-11-23 14:32:44.341,review request received,rview request received,
928,2023-11-23 14:32:54.341,Check for completeness,check for completeness,
928,2023-11-23 14:40:08.037,Request info,request info,
928,2023-11-23 14:40:57.369,info received,Info received,
928,2023-11-23 14:41:07.369,Check for completeness,check for completeness,
928,2023-11-23 14:46:58.694,Perform checks,perform checks,
928,2023-11-23 14:52:52.768,Make decision,Make decisio,
928,2023-11-23 15:02:50.736,Notify accept,notify accept,
928,2023-11-23 15:07:12.084,Deliver card,deliver card,
928,2023-11-23 15:12:13.820,EVENT 13 END,eVENT 13 END,
930,2023-11-23 13:30:42.062,Check for completeness,check for completeness,
930,2023-11-23 13:30:42.062,New online application received,new online application received,
930,2023-11-23 13:32:23.133,Request info,request info,
930,2023-11-23 13:51:47.820,info received,Info received,
930,2023-11-23 13:51:57.820,Check for completeness,check for completeness,
930,2023-11-23 14:00:16.821,Request info,request info,
930,2023-11-23 14:15:44.566,Check for completeness,check for completeness,
930,2023-11-23 14:18:03.177,Request info,request info,
930,2023-11-23 14:34:08.580,info received,Info received,
930,2023-11-23 14:34:18.580,Check for completeness,check for completeness,
930,2023-11-23 14:35:38.996,Perform checks,perform checks,
930,2023-11-23 14:44:25.921,Make decision,Make decisio,
930,2023-11-23 14:52:21.403,Notify accept,notify accept,
930,2023-11-23 15:01:33.646,EVENT 13 END,eVENT 13 END,
933,2023-11-23 15:39:50.009,Check for completeness,check for completeness,
933,2023-11-23 15:39:50.009,New online application received,new online application received,
933,2023-11-23 15:57:37.391,Request info,request info,
933,2023-11-23 16:07:33.366,info received,Info received,
933,2023-11-23 16:07:43.366,Check for completeness,check for completeness,
933,2023-11-23 16:19:43.996,Request info,request info,
933,2023-11-23 16:26:21.902,info received,Info received,
933,2023-11-23 16:26:31.902,Check for completeness,check for completeness,
933,2023-11-23 16:43:20.800,Request info,request info,
933,2023-11-23 16:45:28.254,info received,Info received,
933,2023-11-23 16:46:52.543,Request info,request info,
933,2023-11-23 16:57:53.901,info received,Info received,
933,2023-11-23 16:58:03.901,Check for completeness,check for completeness,
933,2023-11-23 17:04:33.750,Perform checks,perform checks,
933,2023-11-23 18:04:45.185,Notify accept,notify accept,
933,2023-11-23 18:24:05.217,Deliver card,deliver card,
933,2023-11-23 18:25:02.956,EVENT 13 END,eVENT 13 END,
934,2023-11-23 17:52:40.700,Check for completeness,check for completeness,
934,2023-11-23 17:52:40.700,New online application received,new online application received,
934,2023-11-23 18:06:20.360,Request info,request info,
934,2023-11-23 18:07:22.012,info received,Info received,
934,2023-11-23 18:07:32.012,Check for completeness,check for completeness,
934,2023-11-23 18:14:04.226,Perform checks,perform checks,
934,2023-11-23 18:35:36.451,Make decision,Make decisio,
934,2023-11-23 18:36:51.973,notify reject,botify reject,
934,2023-11-23 18:40:58.477,Check for completeness,check for completeness,
934,2023-11-23 18:49:21.624,Request info,request info,
934,2023-11-23 18:58:01.457,info received,Info received,
934,2023-11-23 18:58:11.457,Check for completeness,check for completeness,
934,2023-11-23 19:08:57.167,Perform checks,perform checks,
934,2023-11-23 19:09:02.870,Make decision,Make decisio,
934,2023-11-23 19:33:37.311,notify reject,botify reject,
934,2023-11-23 19:41:44.464,review request received,rview request received,
934,2023-11-23 19:42:10.676,Request info,request info,
934,2023-11-23 19:55:04.414,info received,Info received,
934,2023-11-23 19:55:14.414,Check for completeness,check for completeness,
934,2023-11-23 20:48:11.916,Perform checks,perform checks,
934,2023-11-23 20:52:04.444,Make decision,Make decisio,
934,2023-11-23 21:00:18.884,notify reject,botify reject,
934,2023-11-23 21:03:20.697,time out,Time out,
934,2023-11-23 21:03:30.697,EVENT 13 END,eVENT 13 END,
938,2023-11-24 00:38:02.966,Check for completeness,check for completeness,
938,2023-11-24 00:38:02.966,New online application received,new online application received,
938,2023-11-24 01:10:59.667,Request info,request info,
938,2023-11-24 01:12:58.396,info received,Info received,
938,2023-11-24 01:13:08.396,Check for completeness,check for completeness,
938,2023-11-24 01:22:33.890,Perform checks,perform checks,
938,2023-11-24 01:41:52.125,Make decision,Make decisio,
938,2023-11-24 01:47:41.471,notify reject,botify reject,
938,2023-11-24 01:57:18.911,review request received,rview request received,
938,2023-11-24 01:57:28.911,Check for completeness,check for completeness,
938,2023-11-24 02:23:59.760,Request info,request info,
938,2023-11-24 02:29:54.535,info received,Info received,
938,2023-11-24 02:30:04.535,Check for completeness,check for completeness,
938,2023-11-24 02:32:20.185,Perform checks,perform checks,
938,2023-11-24 02:34:47.862,Make decision,Make decisio,
938,2023-11-24 02:42:26.741,notify reject,botify reject,
938,2023-11-24 02:55:49.548,time out,Time out,
938,2023-11-24 02:55:59.548,EVENT 13 END,eVENT 13 END,
939,2023-11-24 01:03:09.242,Check for completeness,check for completeness,
939,2023-11-24 01:03:09.242,New online application received,new online application received,
939,2023-11-24 01:28:39.325,Perform checks,perform checks,
939,2023-11-24 01:28:41.428,Make decision,Make decisio,
939,2023-11-24 01:56:05.560,Notify accept,notify accept,
939,2023-11-24 01:58:34.499,Deliver card,deliver card,
939,2023-11-24 02:05:58.271,EVENT 13 END,eVENT 13 END,
941,2023-11-24 01:31:51.928,Check for completeness,check for completeness,
941,2023-11-24 01:31:51.928,New online application received,new online application received,
941,2023-11-24 01:43:38.041,Request info,request info,
941,2023-11-24 01:45:14.223,info received,Info received,
941,2023-11-24 01:45:24.223,Check for completeness,check for completeness,
941,2023-11-24 02:06:03.142,Request info,request info,
941,2023-11-24 02:25:26.638,Check for completeness,check for completeness,
941,2023-11-24 02:28:53.816,Perform checks,perform checks,
941,2023-11-24 02:42:36.093,Make decision,Make decisio,
941,2023-11-24 03:06:08.904,notify reject,botify reject,
941,2023-11-24 03:08:16.999,review request received,rview request received,
941,2023-11-24 03:08:26.999,Check for completeness,check for completeness,
941,2023-11-24 03:13:09.149,Perform checks,perform checks,
941,2023-11-24 03:46:12.680,Make decision,Make decisio,
941,2023-11-24 03:57:48.849,Notify accept,notify accept,
941,2023-11-24 04:21:55.063,Deliver card,deliver card,
941,2023-11-24 04:27:03.175,EVENT 13 END,eVENT 13 END,
945,2023-11-24 03:36:59.187,Check for completeness,check for completeness,
945,2023-11-24 03:36:59.187,New online application received,new online application received,
945,2023-11-24 03:38:56.905,Perform checks,perform checks,
945,2023-11-24 03:44:13.178,Make decision,Make decisio,
945,2023-11-24 03:49:48.438,Notify accept,notify accept,
945,2023-11-24 03:55:24.962,Deliver card,deliver card,
945,2023-11-24 04:14:02.904,EVENT 13 END,eVENT 13 END,
946,2023-11-24 06:42:08.979,Check for completeness,check for completeness,
946,2023-11-24 06:42:08.979,New online application received,new online application received,
946,2023-11-24 06:46:36.914,Request info,request info,
946,2023-11-24 06:46:57.308,info received,Info received,
946,2023-11-24 06:47:07.308,Check for completeness,check for completeness,
946,2023-11-24 06:59:37.467,Request info,request info,
946,2023-11-24 07:04:37.752,info received,Info received,
946,2023-11-24 07:04:47.752,Check for completeness,check for completeness,
946,2023-11-24 07:16:08.667,Perform checks,perform checks,
946,2023-11-24 07:36:02.500,Make decision,Make decisio,
946,2023-11-24 07:36:24.499,Notify accept,notify accept,
946,2023-11-24 07:55:05.893,Deliver card,deliver card,
948,2023-11-24 10:48:02.870,Check for completeness,check for completeness,
948,2023-11-24 10:48:02.870,New online application received,new online application received,
948,2023-11-24 10:58:27.575,Perform checks,perform checks,
948,2023-11-24 10:59:58.290,Make decision,Make decisio,
948,2023-11-24 11:15:45.598,EVENT 13 END,eVENT 13 END,
949,2023-11-24 11:37:03.654,Check for completeness,check for completeness,
949,2023-11-24 11:37:03.654,New online application received,new online application received,
949,2023-11-24 11:58:19.187,Perform checks,perform checks,
949,2023-11-24 12:01:31.334,Make decision,Make decisio,
949,2023-11-24 12:20:58.701,time out,Time out,
949,2023-11-24 12:21:08.701,EVENT 13 END,eVENT 13 END,
952,2023-11-24 12:46:14.193,Check for completeness,check for completeness,
952,2023-11-24 12:46:14.193,New online application received,new online application received,
952,2023-11-24 12:48:09.617,Request info,request info,
952,2023-11-24 12:52:58.172,info received,Info received,
952,2023-11-24 12:53:08.172,Check for completeness,check for completeness,
952,2023-11-24 13:23:59.469,Request info,request info,
952,2023-11-24 13:31:04.783,info received,Info received,
952,2023-11-24 13:31:14.783,Check for completeness,check for completeness,
952,2023-11-24 13:33:00.151,Perform checks,perform checks,
952,2023-11-24 13:42:51.567,Make decision,Make decisio,
952,2023-11-24 13:45:43.224,Notify accept,notify accept,
952,2023-11-24 13:46:38.778,Deliver card,deliver card,
952,2023-11-24 13:47:29.760,EVENT 13 END,eVENT 13 END,
956,2023-11-24 16:53:47.868,Check for completeness,check for completeness,
956,2023-11-24 16:53:47.868,New online application received,new online application received,
956,2023-11-24 17:08:58.488,Perform checks,perform checks,
956,2023-11-24 17:12:16.558,Make decision,Make decisio,
956,2023-11-24 17:12:20.739,Notify accept,notify accept,
956,2023-11-24 17:17:58.206,Deliver card,deliver card,
956,2023-11-24 17:19:26.201,EVENT 13 END,eVENT 13 END,
962,2023-11-24 20:51:09.204,New online application received,new online application received,
962,2023-11-24 21:25:47.181,Perform checks,perform checks,
962,2023-11-24 22:17:19.963,Make decision,Make decisio,
962,2023-11-24 22:43:46.192,Notify accept,notify accept,
962,2023-11-24 22:54:02.431,Deliver card,deliver card,
962,2023-11-24 22:58:39.732,EVENT 13 END,eVENT 13 END,
967,2023-11-27 01:31:43.965,Check for completeness,check for completeness,
967,2023-11-27 01:31:43.965,New online application received,new online application received,
967,2023-11-27 01:45:31.679,Request info,request info,
967,2023-11-27 01:45:58.233,info received,Info received,
967,2023-11-27 01:46:08.233,Check for completeness,check for completeness,
967,2023-11-27 01:50:41.276,Perform checks,perform checks,
967,2023-11-27 01:51:18.391,Make decision,Make decisio,
967,2023-11-27 01:51:47.353,notify reject,botify reject,
967,2023-11-27 01:58:31.999,review request received,rview request received,
967,2023-11-27 01:58:41.999,Check for completeness,check for completeness,
967,2023-11-27 02:10:24.906,Perform checks,perform checks,
967,2023-11-27 02:10:40.991,Make decision,Make decisio,
967,2023-11-27 02:29:50.326,notify reject,botify reject,
967,2023-11-27 02:42:26.274,time out,Time out,
967,2023-11-27 02:42:36.274,EVENT 13 END,eVENT 13 END,
969,2023-11-27 02:17:22.044,Check for completeness,check for completeness,
969,2023-11-27 02:17:22.044,New online application received,new online application received,
969,2023-11-27 02:35:05.947,Request info,request info,
969,2023-11-27 02:36:58.638,info received,Info received,
969,2023-11-27 02:37:08.638,Check for completeness,check for completeness,
969,2023-11-27 02:43:09.530,Request info,request info,
969,2023-11-27 02:55:49.820,info received,Info received,
969,2023-11-27 02:55:59.820,Check for completeness,check for completeness,
969,2023-11-27 03:38:01.929,Request info,request info,
969,2023-11-27 03:57:52.121,info received,Info received,
969,2023-11-27 03:58:02.121,Check for completeness,check for completeness,
969,2023-11-27 04:01:54.618,Request info,request info,
969,2023-11-27 04:16:42.631,info received,Info received,
969,2023-11-27 04:16:52.631,Check for completeness,check for completeness,
969,2023-11-27 04:18:13.987,Request info,request info,
969,2023-11-27 04:37:05.229,info received,Info received,
969,2023-11-27 04:37:15.229,Check for completeness,check for completeness,
969,2023-11-27 04:47:09.463,Perform checks,perform checks,
969,2023-11-27 05:06:51.377,Make decision,Make decisio,
969,2023-11-27 05:07:20.281,Notify accept,notify accept,
969,2023-11-27 05:08:56.001,Deliver card,deliver card,
969,2023-11-27 05:20:19.065,EVENT 13 END,eVENT 13 END,
970,2023-11-27 02:29:32.945,Check for completeness,check for completeness,
970,2023-11-27 02:29:32.945,New online application received,new online application received,
970,2023-11-27 02:58:53.869,Request info,request info,
970,2023-11-27 03:19:23.106,info received,Info received,
970,2023-11-27 03:19:33.106,Check for completeness,check for completeness,
970,2023-11-27 03:35:45.643,Perform checks,perform checks,
970,2023-11-27 03:44:37.887,Make decision,Make decisio,
970,2023-11-27 03:46:21.154,notify reject,botify reject,
970,2023-11-27 04:22:23.234,review request received,rview request received,
970,2023-11-27 04:22:33.234,Check for completeness,check for completeness,
970,2023-11-27 04:29:22.471,Perform checks,perform checks,
970,2023-11-27 04:45:36.901,Make decision,Make decisio,
970,2023-11-27 04:48:46.958,notify reject,botify reject,
970,2023-11-27 04:54:25.483,time out,Time out,
971,2023-11-27 02:30:38.299,Check for completeness,check for completeness,
971,2023-11-27 02:30:38.299,New online application received,new online application received,
971,2023-11-27 03:16:08.457,Request info,request info,
971,2023-11-27 03:55:40.609,info received,Info received,
971,2023-11-27 03:55:50.609,Check for completeness,check for completeness,
971,2023-11-27 04:06:02.785,Perform checks,perform checks,
971,2023-11-27 04:09:53.394,Make decision,Make decisio,
971,2023-11-27 04:29:30.873,Notify accept,notify accept,
971,2023-11-27 04:37:44.474,Deliver card,deliver card,
971,2023-11-27 04:48:48.695,EVENT 13 END,eVENT 13 END,
976,2023-11-27 07:40:35.122,Check for completeness,check for completeness,
976,2023-11-27 07:40:35.122,New online application received,new online application received,
976,2023-11-27 07:55:05.333,info received,Info received,
976,2023-11-27 07:55:15.333,Check for completeness,check for completeness,
976,2023-11-27 07:57:14.638,Perform checks,perform checks,
976,2023-11-27 08:10:34.536,Make decision,Make decisio,
976,2023-11-27 08:22:52.413,notify reject,botify reject,
976,2023-11-27 08:27:05.769,time out,Time out,
976,2023-11-27 08:27:15.769,EVENT 13 END,eVENT 13 END,
977,2023-11-27 07:41:49.218,Check for completeness,check for completeness,
977,2023-11-27 07:41:49.218,New online application received,new online application received,
977,2023-11-27 07:46:24.390,Perform checks,perform checks,
977,2023-11-27 07:48:30.927,Make decision,Make decisio,
977,2023-11-27 07:53:01.994,Notify accept,notify accept,
977,2023-11-27 07:53:39.844,Deliver card,deliver card,
977,2023-11-27 08:10:44.525,EVENT 13 END,eVENT 13 END,
978,2023-11-27 07:44:50.509,Check for completeness,check for completeness,
978,2023-11-27 07:44:50.509,New online application received,new online application received,
978,2023-11-27 07:59:54.233,Request info,request info,
978,2023-11-27 08:11:02.721,info received,Info received,
978,2023-11-27 08:11:12.721,Check for completeness,check for completeness,
978,2023-11-27 08:24:44.013,Request info,request info,
978,2023-11-27 08:35:37.752,info received,Info received,
978,2023-11-27 08:35:47.752,Check for completeness,check for completeness,
978,2023-11-27 08:55:18.084,Perform checks,perform checks,
978,2023-11-27 09:06:46.155,Make decision,Make decisio,
978,2023-11-27 09:08:46.851,notify reject,botify reject,
978,2023-11-27 09:14:27.529,time out,Time out,
978,2023-11-27 09:14:37.529,EVENT 13 END,eVENT 13 END,
981,2023-11-27 10:28:26.733,Check for completeness,check for completeness,
981,2023-11-27 10:28:26.733,New online application received,new online application received,
981,2023-11-27 10:31:11.278,Request info,request info,
981,2023-11-27 10:37:34.181,info received,Info received,
981,2023-11-27 10:37:44.181,Check for completeness,check for completeness,
981,2023-11-27 10:39:28.966,Request info,request info,
981,2023-11-27 10:52:07.109,info received,Info received,
981,2023-11-27 10:52:17.109,Check for completeness,check for completeness,
981,2023-11-27 10:54:33.373,Perform checks,perform checks,
981,2023-11-27 11:04:14.157,Notify accept,notify accept,
981,2023-11-27 11:06:37.206,Deliver card,deliver card,
981,2023-11-27 11:14:07.783,EVENT 13 END,eVENT 13 END,
982,2023-11-27 10:41:12.203,Check for completeness,check for completeness,
982,2023-11-27 10:41:12.203,New online application received,new online application received,
982,2023-11-27 10:58:58.394,Request info,request info,
982,2023-11-27 11:02:02.025,Check for completeness,check for completeness,
982,2023-11-27 11:09:43.838,Request info,request info,
982,2023-11-27 11:19:01.913,info received,Info received,
982,2023-11-27 11:19:11.913,Check for completeness,check for completeness,
982,2023-11-27 11:25:39.145,Make decision,Make decisio,
982,2023-11-27 11:28:01.217,notify reject,botify reject,
982,2023-11-27 11:49:00.269,time out,Time out,
982,2023-11-27 11:49:10.269,EVENT 13 END,eVENT 13 END,
983,2023-11-27 14:24:46.512,Check for completeness,check for completeness,
983,2023-11-27 14:24:46.512,New online application received,new online application received,
983,2023-11-27 14:30:54.175,Request info,request info,
983,2023-11-27 14:31:59.329,info received,Info received,
983,2023-11-27 14:32:09.329,Check for completeness,check for completeness,
983,2023-11-27 14:53:42.300,Request info,request info,
983,2023-11-27 14:54:36.193,info received,Info received,
983,2023-11-27 15:02:11.073,Perform checks,perform checks,
983,2023-11-27 15:16:44.629,Make decision,Make decisio,
983,2023-11-27 15:35:47.089,Notify accept,notify accept,
983,2023-11-27 15:39:48.161,Deliver card,deliver card,
983,2023-11-27 15:40:27.464,EVENT 13 END,eVENT 13 END,
984,2023-11-27 15:37:10.313,Check for completeness,check for completeness,
984,2023-11-27 15:37:10.313,New online application received,new online application received,
984,2023-11-27 15:39:55.577,Perform checks,perform checks,
984,2023-11-27 15:48:59.711,Make decision,Make decisio,
984,2023-11-27 16:21:44.689,Deliver card,deliver card,
984,2023-11-27 16:29:42.103,EVENT 13 END,eVENT 13 END,
987,2023-11-27 17:13:00.753,Check for completeness,check for completeness,
987,2023-11-27 17:13:00.753,New online application received,new online application received,
987,2023-11-27 17:29:57.497,Perform checks,perform checks,
987,2023-11-27 17:30:43.013,Make decision,Make decisio,
987,2023-11-27 17:41:09.018,Notify accept,notify accept,
987,2023-11-27 17:49:54.078,Deliver card,deliver card,
987,2023-11-27 17:56:12.714,EVENT 13 END,eVENT 13 END,
989,2023-11-27 18:39:43.656,Check for completeness,check for completeness,
989,2023-11-27 18:39:43.656,New online application received,new online application received,
989,2023-11-27 18:41:53.694,Request info,request info,
989,2023-11-27 18:48:09.790,Check for completeness,check for completeness,
989,2023-11-27 19:16:57.131,info received,Info received,
989,2023-11-27 19:17:07.131,Check for completeness,check for completeness,
989,2023-11-27 19:42:34.539,Perform checks,perform checks,
989,2023-11-27 19:43:45.093,Make decision,Make decisio,
989,2023-11-27 19:44:22.874,notify reject,botify reject,
989,2023-11-27 20:03:23.026,review request received,rview request received,
989,2023-11-27 20:03:33.026,Check for completeness,check for completeness,
989,2023-11-27 20:11:20.123,Perform checks,perform checks,
989,2023-11-27 20:21:24.207,Make decision,Make decisio,
989,2023-11-27 20:22:30.005,Notify accept,notify accept,
989,2023-11-27 20:38:11.398,EVENT 13 END,eVENT 13 END,
99,2023-10-04 19:15:58.933,Check for completeness,check for completeness,
99,2023-10-04 19:15:58.933,New online application received,new online application received,
99,2023-10-04 19:26:56.953,Request info,request info,
99,2023-10-04 19:30:47.290,info received,Info received,
99,2023-10-04 19:30:57.290,Check for completeness,check for completeness,
99,2023-10-04 19:32:51.700,Request info,request info,
99,2023-10-04 19:45:29.446,info received,Info received,
99,2023-10-04 19:45:39.446,Check for completeness,check for completeness,
99,2023-10-04 19:57:21.166,Perform checks,perform checks,
99,2023-10-04 20:55:20.040,Make decision,Make decisio,
99,2023-10-04 20:57:00.615,Notify accept,notify accept,
99,2023-10-04 21:07:31.503,Deliver card,deliver card,
99,2023-10-04 21:29:39.809,EVENT 13 END,eVENT 13 END,
994,2023-11-27 22:20:36.757,Check for completeness,check for completeness,
994,2023-11-27 22:20:36.757,New online application received,new online application received,
994,2023-11-27 22:21:22.993,Request info,request info,
994,2023-11-27 22:31:11.014,info received,Info received,
994,2023-11-27 22:31:21.014,Check for completeness,check for completeness,
994,2023-11-27 22:51:38.751,Perform checks,perform checks,
994,2023-11-27 23:47:22.805,Make decision,Make decisio,
994,2023-11-27 23:55:00.454,notify reject,botify reject,
994,2023-11-27 23:57:00.058,review request received,rview request received,
994,2023-11-27 23:57:10.058,Check for completeness,check for completeness,
994,2023-11-28 00:01:23.585,Perform checks,perform checks,
994,2023-11-28 00:12:03.991,Make decision,Make decisio,
994,2023-11-28 00:25:51.400,Notify accept,notify accept,
994,2023-11-28 00:28:20.102,Deliver card,deliver card,
994,2023-11-28 00:45:13.873,EVENT 13 END,eVENT 13 END,
0,2023-09-29 09:00:00.000,Check for completeness,check for completeness,
0,2023-09-29 09:00:00.000,New online application received,new online application received,
0,2023-09-29 09:08:36.418,Perform checks,perform checks,
0,2023-09-29 09:09:43.339,Make decision,Make decisio,
0,2023-09-29 09:16:37.243,Notify accept,notify accept,
0,2023-09-29 09:39:19.386,Deliver card,deliver card,
